Time,Y,X,S,k1,k2,k3,k4,_J0,_J1,_J2,_J3
17.658862876254144,4.499944602352781,5.999967508586311,1,8,1,1,1.5,35.99955681882225,35.99961010409142,26.999521404555033,8.999951262879467
17.75919732441468,4.499949632495387,5.999970462458003,1,8,1,1,1.5,35.999597059963094,35.9996455503685,26.999564877521067,8.999955693687005
17.859531772575213,4.499954225316192,5.999973157908485,1,8,1,1,1.5,35.99963380252954,35.99967789562232,26.999604563714023,8.999959736862728
17.959866220735748,4.499958415546502,5.999975612138704,1,8,1,1,1.5,35.99966732437202,35.99970734625922,26.99964074891734,8.999963418208056
18.060200668896282,4.49996223498744,5.999977844485079,1,8,1,1,1.5,35.99969787989952,35.99973413431181,26.999673710944197,8.999966766727617
18.160535117056817,4.49996571521917,5.999979883931493,1,8,1,1,1.5,35.99972572175336,35.99975860758257,26.999703769696414,8.999969825897239
18.26086956521735,4.499968879130671,5.999981737802414,1,8,1,1,1.5,35.99975103304537,35.99978085396248,26.999731095463225,8.99997260670362
18.361204013377886,4.499971749715086,5.999983420407928,1,8,1,1,1.5,35.99977399772069,35.999801045170024,26.99975589059457,8.999975130611892
18.46153846153842,4.499974348484607,5.999984945644334,1,8,1,1,1.5,35.99979478787686,35.99981934795864,26.999778346693315,8.9999774184665
18.561872909698955,4.4999766880877345,5.999986314017755,1,8,1,1,1.5,35.999813504701876,35.99983576840036,26.99979854192535,8.999979471026633
18.66220735785949,4.499978785861834,5.999987534567897,1,8,1,1,1.5,35.99983028689467,35.99985041497015,26.99981662099098,8.999981301851845
18.762541806020025,4.499980663454968,5.99998862356861,1,8,1,1,1.5,35.999845307639745,35.99986348295275,26.999832787008536,8.999982935352914
18.86287625418056,4.499982340915753,5.999989594006417,1,8,1,1,1.5,35.99985872732602,35.99987512818529,26.999847218707153,8.999984391009626
18.963210702341094,4.499983840183113,5.999990460729094,1,8,1,1,1.5,35.9998707214649,35.99988552884013,26.999860114533753,8.999985691093642
19.06354515050163,4.499985185808613,5.999991240980834,1,8,1,1,1.5,35.9998814864689,35.99989489184673,26.999871699395186,8.999986861471251
19.163879598662163,4.499986405678786,5.999991954937396,1,8,1,1,1.5,35.99989124543029,35.99990345931348,26.99988223140037,8.999987932406095
19.264214046822698,4.4999875317374585,5.999992626241261,1,8,1,1,1.5,35.99990025389967,35.99991151494951,26.999892008602366,8.999988939361891
19.364548494983232,4.49998860070808,5.999993282536792,1,8,1,1,1.5,35.99990880566464,35.99991939048663,26.999901375740617,8.999989923805188
19.464882943143767,4.499989195928324,5.999993596209376,1,8,1,1,1.5,35.99991356742659,35.99992315455352,26.99990635858132,8.999990394314064
19.5652173913043,4.499989462629196,5.999993680395066,1,8,1,1,1.5,35.999915701033565,35.99992416478074,26.999908337619566,8.9999905205926
19.665551839464836,4.499989511929829,5.999993621644908,1,8,1,1,1.5,35.999916095438635,35.99992345977958,26.999908369047958,8.999990432467362
19.76588628762537,4.499989358676488,5.999993431155721,1,8,1,1,1.5,35.9999148694119,35.9999211739118,26.999906592329573,8.99999014673358
19.866220735785905,4.499989025088339,5.999993126003522,1,8,1,1,1.5,35.99991220070671,35.99991751208952,26.999903217621323,8.999989689005282
19.96655518394644,4.49998854188451,5.99999272999602,1,8,1,1,1.5,35.99990833507608,35.99991276000509,26.99989853637245,8.99998909499403
20.066889632106975,4.499987949411157,5.999992274525098,1,8,1,1,1.5,35.999903595289254,35.99990729436087,26.99989293192298,8.999988411787648
20.16722408026751,4.49998729876852,5.999991799419314,1,8,1,1,1.5,35.99989839014816,35.999901593099025,26.999886890102193,8.999987699128972
