Time,A,k1,_J0
5.346733668341721,6.346733668341724,1,1
5.386934673366847,6.386934673366849,1,1
5.427135678391973,6.4271356783919735,1,1
5.467336683417098,6.4673366834171,1,1
5.507537688442224,6.507537688442227,1,1
5.54773869346735,6.547738693467352,1,1
5.587939698492476,6.587939698492477,1,1
5.628140703517602,6.628140703517603,1,1
5.6683417085427275,6.66834170854273,1,1
5.708542713567853,6.708542713567855,1,1
5.748743718592979,6.74874371859298,1,1
5.788944723618105,6.788944723618107,1,1
5.829145728643231,6.829145728643233,1,1
5.8693467336683565,6.869346733668358,1,1
5.909547738693482,6.909547738693483,1,1
5.949748743718608,6.94974874371861,1,1
5.989949748743734,6.9899497487437365,1,1
6.03015075376886,6.969849246231785,-1,-1
6.0703517587939855,6.929648241206659,-1,-1
6.110552763819111,6.8894472361815335,-1,-1
6.150753768844237,6.849246231156408,-1,-1
6.190954773869363,6.809045226131282,-1,-1
6.231155778894489,6.768844221106156,-1,-1
6.2713567839196145,6.72864321608103,-1,-1
6.31155778894474,6.6884422110559045,-1,-1
6.351758793969866,6.648241206030779,-1,-1
6.391959798994992,6.608040201005653,-1,-1
6.432160804020118,6.567839195980527,-1,-1
6.4723618090452435,6.5276381909554,-1,-1
6.512562814070369,6.4874371859302755,-1,-1
6.552763819095495,6.447236180905149,-1,-1
6.592964824120621,6.407035175880024,-1,-1
6.633165829145747,6.366834170854897,-1,-1
6.6733668341708725,6.326633165829772,-1,-1
6.713567839195998,6.286432160804646,-1,-1
6.753768844221124,6.246231155779521,-1,-1
6.79396984924625,6.206030150754394,-1,-1
6.834170854271376,6.165829145729269,-1,-1
6.8743718592965015,6.125628140704142,-1,-1
6.914572864321627,6.0854271356790175,-1,-1
6.954773869346753,6.045226130653891,-1,-1
6.994974874371879,6.005025125628766,-1,-1
7.035175879397005,5.964824120603639,-1,-1
7.0753768844221305,5.924623115578514,-1,-1
7.115577889447256,5.884422110553388,-1,-1
7.155778894472382,5.844221105528263,-1,-1
7.195979899497508,5.804020100503136,-1,-1
7.236180904522634,5.763819095478011,-1,-1
7.2763819095477595,5.723618090452884,-1,-1
7.316582914572885,5.6834170854277595,-1,-1
7.356783919598011,5.643216080402633,-1,-1
7.396984924623137,5.603015075377508,-1,-1
7.437185929648263,5.562814070352381,-1,-1
7.4773869346733886,5.522613065327256,-1,-1
7.517587939698514,5.48241206030213,-1,-1
7.55778894472364,5.442211055277005,-1,-1
7.597989949748766,5.402010050251878,-1,-1
7.638190954773892,5.361809045226753,-1,-1
7.678391959799018,5.321608040201626,-1,-1
7.718592964824143,5.2814070351765015,-1,-1
7.758793969849269,5.241206030151375,-1,-1
7.798994974874395,5.20100502512625,-1,-1
7.839195979899521,5.160804020101123,-1,-1
7.879396984924647,5.120603015075998,-1,-1
7.919597989949772,5.0804020100508716,-1,-1
7.959798994974898,5.040201005025747,-1,-1
8.000000000000023,5.000000000000622,-1,-1
