Time,A,_J0
5.025125628140704,0.05025125628108146,-2
5.125628140703518,0.2512562814067096,-2
5.226130653266332,0.4522613065323373,-2
5.326633165829146,0.6532663316579654,-2
5.42713567839196,0.8542713567835936,-2
5.527638190954774,0.05527638190902917,-2
5.628140703517588,0.2562814070346573,-2
5.728643216080402,0.4572864321602852,-2
5.8291457286432165,0.6582914572859133,-2
5.9296482412060305,0.8592964824115414,-2
6.030150753768845,0.06030150753717045,-2
6.130653266331659,0.2613065326627986,-2
6.231155778894473,0.4623115577884258,-2
6.331658291457287,0.6633165829140539,-2
6.432160804020101,0.864321608039682,-2
6.532663316582915,0.06532663316530885,-2
6.633165829145729,0.26633165829093697,-2
6.733668341708543,0.46733668341656465,-2
6.834170854271357,0.6683417085421928,-2
6.934673366834171,0.8693467336678209,-2
7.035175879396985,0.07035175879344818,-2
7.135678391959799,0.2713567839190763,-2
7.236180904522613,0.4723618090447035,-2
7.336683417085427,0.6733668341703316,-2
7.437185929648241,0.8743718592959597,-2
7.5376884422110555,0.07537688442158785,-2
7.63819095477387,0.276381909547216,-2
7.738693467336684,0.4773869346728432,-2
7.839195979899498,0.6783919597984713,-2
7.939698492462312,0.8793969849240995,-2
8.040201005025127,0.08040201004972325,-2
8.14070351758794,0.28140703517535137,-2
8.241206030150755,0.4824120603009785,-2
8.341708542713569,0.6834170854266066,-2
8.442211055276383,0.8844221105522347,-2
8.542713567839197,0.08542713567786275,-2
8.643216080402011,0.2864321608034909,-2
8.743718592964825,0.4874371859291191,-2
8.84422110552764,0.6884422110547472,-2
8.944723618090453,0.8894472361803754,-2
9.045226130653267,0.09045226130600009,-2
9.145728643216081,0.2914572864316282,-2
9.246231155778895,0.4924623115572544,-2
9.34673366834171,0.6934673366828825,-2
9.447236180904524,0.8944723618085106,-2
9.547738693467338,0.095477386933847,-2
9.648241206030152,0.2964824120594751,-2
9.748743718592966,0.4974874371851037,-2
9.84924623115578,0.6984924623107318,-2
9.949748743718594,0.8994974874363599,-2
10.050251256281408,0.1005025125616762,-2
10.150753768844222,0.3015075376873043,-2
10.251256281407036,0.5025125628129317,-2
10.35175879396985,0.7035175879385598,-2
10.452261306532664,0.9045226130641879,-2
10.552763819095478,0.10552763818949129,-2
10.653266331658292,0.3065326633151194,-2
10.753768844221106,0.5075376884407475,-2
10.85427135678392,0.7085427135663771,-2
10.954773869346734,0.9095477386920052,-2
11.055276381909549,0.11055276381728862,-2
11.155778894472363,0.31155778894291675,-2
11.256281407035177,0.5125628140685449,-2
11.35678391959799,0.7135678391941749,-2
11.457286432160805,0.914572864319803,-2
11.557788944723619,0.11557788944543046,-2
11.658291457286433,0.3165829145710586,-2
11.758793969849247,0.5175879396966867,-2
11.859296482412061,0.7185929648223155,-2
11.959798994974875,0.9195979899479436,-2
12.06030150753769,0.12060301507357252,-2
12.160804020100503,0.32160804019920064,-2
12.261306532663317,0.5226130653248288,-2
12.361809045226131,0.7236180904504579,-2
12.462311557788945,0.924623115576086,-2
12.56281407035176,0.1256281407013201,-2
12.663316582914574,0.32663316582694824,-2
12.763819095477388,0.5276381909525764,-2
12.864321608040202,0.728643216078205,-2
12.964824120603016,0.9296482412038332,-2
13.06532663316583,0.13065326632946195,-2
13.165829145728644,0.33165829145509007,-2
13.266331658291458,0.5326633165807182,-2
13.366834170854272,0.7336683417063492,-2
13.467336683417086,0.9346733668319773,-2
13.5678391959799,0.1356783919576039,-2
13.668341708542714,0.336683417083232,-2
13.768844221105528,0.5376884422088601,-2
13.869346733668342,0.7386934673344872,-2
13.969849246231156,0.9396984924601153,-2
14.07035175879397,0.14070351758574218,-2
14.170854271356784,0.34170854271137036,-2
14.271356783919598,0.5427135678369984,-2
14.371859296482413,0.7437185929626251,-2
14.472361809045227,0.9447236180882532,-2
14.57286432160804,0.14572864321342904,-2
14.673366834170855,0.34673366833905717,-2
14.773869346733669,0.5477386934646853,-2
14.874371859296483,0.7487437185903127,-2
14.974874371859297,0.9497487437159409,-2
15.075376884422111,0.15075376884156766,-2
15.175879396984925,0.3517587939671958,-2
15.27638190954774,0.5527638190928239,-2
15.376884422110553,0.7537688442184525,-2
15.477386934673367,0.9547738693440806,-2
15.577889447236181,0.15577889446921922,-2
15.678391959798995,0.35678391959484734,-2
15.77889447236181,0.5577889447204755,-2
15.879396984924623,0.7587939698461036,-2
15.979899497487438,0.9597989949717336,-2
16.080402010050253,0.16080402009686035,-2
16.18090452261307,0.361809045222492,-2
16.281407035175885,0.5628140703481237,-2
16.3819095477387,0.7638190954737554,-2
16.482412060301517,0.9648241205993866,-2
16.582914572864333,0.16582914572449448,-2
16.68341708542715,0.36683417085012615,-2
16.783919597989964,0.5678391959757578,-2
16.88442211055278,0.7688442211013895,-2
16.984924623115596,0.9698492462270192,-2
17.08542713567841,0.17085427135210762,-2
17.185929648241228,0.37185929647773935,-2
17.286432160804043,0.572864321603371,-2
17.38693467336686,0.7738693467290026,-2
17.487437185929675,0.9748743718546322,-2
17.58793969849249,0.17587939697970656,-2
17.688442211055307,0.3768844221053382,-2
17.788944723618123,0.5778894472309699,-2
17.88944723618094,0.7788944723566016,-2
17.989949748743754,0.9798994974822328,-2
18.09045226130657,0.18090452260785905,-2
18.190954773869386,0.38190954773349073,-2
18.291457286432202,0.5829145728591224,-2
18.391959798995018,0.7839195979847541,-2
18.492462311557833,0.9849246231103876,-2
18.59296482412065,0.18592964823542923,-2
18.693467336683465,0.3869346733610609,-2
18.79396984924628,0.5879396984866926,-2
18.894472361809097,0.7889447236123243,-2
18.994974874371913,0.9899497487379563,-2
19.09547738693473,0.19095477386299298,-2
19.195979899497544,0.39195979898862465,-2
19.29648241206036,0.5929648241142563,-2
19.396984924623176,0.793969849239888,-2
19.497487437185992,0.994974874365516,-2
19.597989949748808,0.19597989949053474,-2
19.698492462311624,0.3969849246161664,-2
19.79899497487444,0.5979899497417981,-2
19.899497487437255,0.7989949748674298,-2
20.00000000000007,0.9999999999930633,-2
