Time,C
12.261306532663317,32.52261306532644
12.361809045226131,32.723618090452064
12.462311557788945,32.92462311557769
12.56281407035176,33.12562814070333
12.663316582914574,33.32663316582895
12.763819095477388,33.527638190954576
12.864321608040202,33.7286432160802
12.964824120603016,33.929648241205825
13.06532663316583,34.130653266331464
13.165829145728644,34.33165829145709
13.266331658291458,34.53266331658271
13.366834170854272,34.73366834170835
13.467336683417086,34.93467336683398
13.5678391959799,35.1356783919596
13.668341708542714,35.336683417085226
13.768844221105528,35.53768844221085
13.869346733668342,35.73869346733649
13.969849246231156,35.939698492462114
14.07035175879397,36.14070351758774
14.170854271356784,36.34170854271338
14.271356783919598,36.542713567839
14.371859296482413,36.743718592964626
14.472361809045227,36.94472361809025
14.57286432160804,37.14572864321586
14.673366834170855,37.346733668341514
14.773869346733669,37.54773869346714
14.874371859296483,37.74874371859276
14.974874371859297,37.9497487437184
15.075376884422111,38.15075376884403
15.175879396984925,38.35175879396965
15.27638190954774,38.552763819095276
15.376884422110553,38.7537688442209
15.477386934673367,38.95477386934654
15.577889447236181,39.155778894472164
15.678391959798995,39.35678391959779
15.77889447236181,39.55778894472343
15.879396984924623,39.75879396984905
15.979899497487438,39.959798994974676
16.080402010050253,40.1608040201003
16.18090452261307,40.36180904522594
16.281407035175885,40.56281407035158
16.3819095477387,40.7638190954772
16.482412060301517,40.96482412060283
16.582914572864333,41.165829145728466
16.68341708542715,41.366834170854105
16.783919597989964,41.56783919597973
16.88442211055278,41.768844221105354
16.984924623115596,41.96984924623099
17.08542713567841,42.17085427135663
17.185929648241228,42.371859296482256
17.286432160804043,42.57286432160788
17.38693467336686,42.77386934673352
17.487437185929675,42.97487437185916
17.58793969849249,43.17587939698478
17.688442211055307,43.37688442211041
17.788944723618123,43.577889447236046
17.88944723618094,43.778894472361685
17.989949748743754,43.97989949748731
18.09045226130657,44.180904522612934
18.190954773869386,44.38190954773857
18.291457286432202,44.58291457286421
18.391959798995018,44.783919597989836
18.492462311557833,44.98492462311546
18.59296482412065,45.1859296482411
18.693467336683465,45.38693467336674
18.79396984924628,45.58793969849236
18.894472361809097,45.78894472361799
18.994974874371913,45.989949748743626
19.09547738693473,46.190954773869265
19.195979899497544,46.39195979899489
19.29648241206036,46.592964824120514
19.396984924623176,46.79396984924615
19.497487437185992,46.99497487437179
19.597989949748808,47.19597989949742
19.698492462311624,47.39698492462303
19.79899497487444,47.59798994974868
19.899497487437255,47.79899497487432
20.00000000000007,47.99999999999994
