Time,A,B,C,comp,k1,k2,_J0,_J1
14.371859296482413,9.509426653184493,0.48353169948188374,0.007041647466354567,100,0.35,0.2,3.3282993286145723,0.09670633989637675
14.472361809045227,9.50608221720917,0.48677861660958144,0.007139166317445829,100,0.35,0.2,3.3271287760232098,0.09735572332191629
14.57286432160804,9.502738957458343,0.49002370505287746,0.007237337628398007,100,0.35,0.2,3.32595863511042,0.09800474101057549
14.673366834170855,9.499396873517476,0.49326696559453237,0.007336161030967565,100,0.35,0.2,3.3247889057311166,0.09865339311890647
14.773869346733669,9.49605596497216,0.49650839901705884,0.00743563615704272,100,0.35,0.2,3.3236195877402555,0.09930167980341177
14.874371859296483,9.492716231408092,0.4997480061027209,0.007535762638643438,100,0.35,0.2,3.3224506809928323,0.09994960122054419
14.974874371859297,9.489377672411093,0.5029857876335341,0.007636540107921448,100,0.35,0.2,3.3212821853438825,0.10059715752670682
15.075376884422111,9.486040287567096,0.5062217443912654,0.0077379681971602235,100,0.35,0.2,3.3201141006484836,0.1012443488782531
15.175879396984925,9.482704076462152,0.5094558771574337,0.007840046538775,100,0.35,0.2,3.318946426761753,0.10189117543148674
15.27638190954774,9.479369038682426,0.5126881867133093,0.007942774765312764,100,0.35,0.2,3.317779163538849,0.10253763734266186
15.376884422110553,9.476035173814203,0.5159186738399141,0.008046152509452256,100,0.35,0.2,3.316612310834971,0.10318373476798282
15.477386934673367,9.472702481443878,0.5191473393180214,0.008150179404003968,100,0.35,0.2,3.3154458685053574,0.10382946786360428
15.577889447236181,9.46937096115797,0.522374183928156,0.008254855081910152,100,0.35,0.2,3.3142798364052894,0.10447483678563121
15.678391959798995,9.466040612543106,0.5255992084505948,0.00836017917624481,100,0.35,0.2,3.3131142143900867,0.10511984169011897
15.77889447236181,9.462711435186035,0.5288224136653659,0.008466151320213696,100,0.35,0.2,3.3119490023151124,0.10576448273307318
15.879396984924623,9.459383428673624,0.5320438003522486,0.008572771147154325,100,0.35,0.2,3.310784200035768,0.10640876007044973
15.979899497487438,9.456056592592846,0.5352633692907746,0.00868003829053596,100,0.35,0.2,3.309619807407496,0.10705267385815492
16.080402010050253,9.452730926530801,0.5384811212602264,0.008787952383959623,100,0.35,0.2,3.3084558242857804,0.10769622425204528
16.18090452261307,9.4494064300747,0.5416970570396384,0.008896513061158082,100,0.35,0.2,3.3072922505261446,0.10833941140792769
16.281407035175885,9.44608310287038,0.5449111772996718,0.009005720006579626,100,0.35,0.2,3.306129086004633,0.10898223545993435
16.3819095477387,9.442760944768297,0.5481234823328316,0.009115573081599,100,0.35,0.2,3.3049663306689037,0.10962469646656632
16.482412060301517,9.439439955064767,0.5513339734556129,0.009226071668557568,100,0.35,0.2,3.303803984272668,0.11026679469112258
16.582914572864333,9.436120133348508,0.5545426514441338,0.009337215402614393,100,0.35,0.2,3.3026420466719775,0.11090853028882677
16.68341708542715,9.432801479208363,0.5577495170742423,0.009449003919070758,100,0.35,0.2,3.301480517722927,0.11154990341484845
16.783919597989964,9.429483992233308,0.5609545711215148,0.009561436853370166,100,0.35,0.2,3.300319397281658,0.11219091422430297
16.88442211055278,9.426167672012442,0.5641578143612574,0.00967451384109833,100,0.35,0.2,3.2991586852043544,0.11283156287225149
16.984924623115596,9.422852518134993,0.5673592475685055,0.00978823451798319,100,0.35,0.2,3.2979983813472473,0.11347184951370111
17.08542713567841,9.419538530190325,0.5705588715180234,0.00990259851989489,100,0.35,0.2,3.2968384855666133,0.1141117743036047
17.185929648241228,9.416225707767918,0.5737566869843047,0.010017605482845804,100,0.35,0.2,3.2956789977187713,0.11475133739686094
17.286432160804043,9.41291405045739,0.5769526947415722,0.010133255042990513,100,0.35,0.2,3.2945199176600863,0.11539053894831444
17.38693467336686,9.409603557848483,0.5801468955637777,0.010249546836625817,100,0.35,0.2,3.293361245246969,0.11602937911275556
17.487437185929675,9.406294229531067,0.5833392902246028,0.01036648050019074,100,0.35,0.2,3.2922029803358734,0.11666785804492058
17.58793969849249,9.402986065095142,0.5865298794974577,0.010484055670266515,100,0.35,0.2,3.2910451227832995,0.11730597589949154
17.688442211055307,9.399679064130835,0.589718664155482,0.010602271983576595,100,0.35,0.2,3.289887672445792,0.11794373283109641
17.788944723618123,9.396373226228402,0.5929056449715446,0.010721129076986644,100,0.35,0.2,3.2887306291799403,0.11858112899430893
17.88944723618094,9.393068550978228,0.5960908227182435,0.010840626587504556,100,0.35,0.2,3.2875739928423795,0.11921816454364871
17.989949748743754,9.389765037970824,0.5992741981679058,0.010960764152280431,100,0.35,0.2,3.286417763289788,0.11985483963358118
18.09045226130657,9.38646268679683,0.602455772092588,0.011081541408606586,100,0.35,0.2,3.2852619403788905,0.12049115441851761
18.190954773869386,9.383161497047018,0.6056355452640758,0.011202957993917564,100,0.35,0.2,3.284106523966456,0.12112710905281517
18.291457286432202,9.379861468312281,0.608813518453884,0.011325013545790113,100,0.35,0.2,3.2829515139092984,0.1217627036907768
18.391959798995018,9.376562600183647,0.6119896924332565,0.011447707701943206,100,0.35,0.2,3.2817969100642763,0.12239793848665131
18.492462311557833,9.37326489225227,0.6151640679731666,0.011571040100238033,100,0.35,0.2,3.280642712288294,0.12303281359463332
18.59296482412065,9.369968344109429,0.6183366458443167,0.011695010378677994,100,0.35,0.2,3.2794889204383,0.12366732916886335
18.693467336683465,9.366672955346536,0.6215074268171386,0.011819618175408714,100,0.35,0.2,3.2783355343712874,0.12430148536342772
18.79396984924628,9.363378725555128,0.6246764116617928,0.011944863128718031,100,0.35,0.2,3.2771825539442947,0.12493528233235857
18.894472361809097,9.360085654326872,0.6278436011481695,0.012070744877035999,100,0.35,0.2,3.276029979014405,0.12556872022963392
18.994974874371913,9.356793741253565,0.6310089960458881,0.012197263058934893,100,0.35,0.2,3.2748778094387476,0.12620179920917762
19.09547738693473,9.353502985927129,0.6341725971242969,0.012324417313129197,100,0.35,0.2,3.273726045074495,0.12683451942485938
19.195979899497544,9.350213387939613,0.6373344051524734,0.01245220727847562,100,0.35,0.2,3.2725746857788645,0.1274668810304947
19.29648241206036,9.3469249468832,0.6404944208992245,0.012580632593973087,100,0.35,0.2,3.27142373140912,0.1280988841798449
19.396984924623176,9.343637662350197,0.6436526451330864,0.012709692898762734,100,0.35,0.2,3.270273181822569,0.12873052902661727
19.497487437185992,9.340351533933038,0.6468090786223243,0.012839387832127923,100,0.35,0.2,3.269123036876563,0.12936181572446487
19.597989949748808,9.33706656122429,0.6499637221349325,0.01296971703349422,100,0.35,0.2,3.2679732964285013,0.1299927444269865
19.698492462311624,9.333782743816647,0.6531165764386347,0.013100680142429422,100,0.35,0.2,3.266823960335826,0.13062331528772694
19.79899497487444,9.330500081302924,0.6562676423008837,0.013232276798643534,100,0.35,0.2,3.265675028456023,0.13125352846017677
19.899497487437255,9.327218573276076,0.6594169204888617,0.01336450664198878,100,0.35,0.2,3.2645265006466264,0.13188338409777234
20.00000000000007,9.323938219329177,0.6625644117694799,0.013497369312459602,100,0.35,0.2,3.263378376765212,0.132512882353896
